glottocode	plosive_series	plosive_fullness	plosive_markedness_fullness	fricative_series	fricative_fullness	fricative_markedness_fullness	affricate_series	affricate_fullness	affricate_markedness_fullness	series	series_fullness	series_markedness_fullness	plosive_places	plosive_places_fullness	plosive_places_markedness_fullness	fricative_places	fricative_places_fullness	fricative_places_markedness_fullness	affricate_places	affricate_places_fullness	affricate_places_markedness_fullness	all_places	all_places_fullness	all_places_markedness_fullness
bura1267	4	2.0	2.0	0	0.0	0.0	0	0.0	0.0	4	2.0	2.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
burd1238	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
burj1242	6	3.3333333333333335	3.371656506812871	4	1.3333333333333333	1.4750539881456468	5	3.0	3.0	8	4.25	4.185505118884484	3	2.5	2.949869177444273	3	2.0	2.440865589790743	1	1.0	1.0	4	2.8333333333333335	3.6315934324481702
buru1296	5	2.8	2.9830710196295342	4	1.3333333333333333	1.6300800818628125	5	2.6666666666666665	2.151815819775396	7	3.333333333333333	4.179553953065302	5	4.666666666666667	4.882791932732969	6	4.0	5.07082514719379	3	2.6666666666666665	2.794190501301329	9	6.0	7.711758569126335
buru1301	5	2.0	2.0777192187817626	4	2.0	2.0	0	0.0	0.0	7	3.333333333333333	3.674705150991193	3	2.0	2.6808005008583184	2	2.0	2.0	0	0.0	0.0	3	2.0	2.499502236857942
busa1253	4	2.0	2.0	4	2.0	2.0	0	0.0	0.0	6	3.333333333333333	3.702087282462323	4	4.0	4.0	2	2.0	2.0	0	0.0	0.0	4	3.5	3.8183560558858898
buwa1243	6	3.6666666666666665	3.81075328242941	4	2.0	2.0	5	3.0	3.0	8	4.904761904761904	5.728398882970687	5	4.75	4.9879946527695	5	5.0	5.0	1	1.0	1.0	7	5.9	6.572741265205447
cabi1241	3	1.0	1.0	0	0.0	0.0	3	1.0	1.0	3	1.0	1.0	4	4.0	4.0	0	0.0	0.0	1	1.0	1.0	5	5.0	5.0
cacu1241	5	3.0	3.0	3	1.0	1.0	3	1.0	1.0	6	2.75	2.9327891938107857	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	2.75	3.1359273755363852
cadd1256	5	2.333333333333333	2.1873951757690686	3	1.0	1.0	4	2.0	2.0	6	2.6	2.978947182028021	3	2.333333333333333	2.645564282761038	2	2.0	2.0	2	2.0	2.0	5	3.25	4.123833025841385
caja1238	3	1.0	1.0	4	1.25	1.061730588639858	4	1.5	1.6439360361177529	6	2.0	1.8731506013449142	4	4.0	4.0	4	2.5	3.276950237083712	2	1.5	1.8267186221001794	6	3.0	4.346853698004422
call1235	5	3.0	3.0	3	1.0	1.0	5	3.0	3.0	6	3.6	3.749888334410368	4	4.0	4.0	3	3.0	3.0	1	1.0	1.0	5	4.5	4.55205448523739
came1252	5	3.0	3.0	5	2.0	1.8229508889265191	5	3.0	3.0	8	4.0	4.488577464872515	3	3.0	3.0	2	1.3333333333333333	1.7866597475266461	1	1.0	1.0	4	2.6666666666666665	3.618313767137243
camp1261	4	2.0	2.0	4	1.4285714285714286	1.692486767141423	4	2.0	2.0	6	2.857142857142857	3.5962669894130137	3	3.0	3.0	7	5.0	4.410812212365986	2	2.0	2.0	7	5.0	5.890303311095278
cams1241	4	2.0	2.0	3	1.0	1.0	3	1.0	1.0	5	2.1666666666666665	2.598940990742705	3	3.0	3.0	4	4.0	4.0	3	3.0	3.0	6	4.333333333333333	5.431645034066642
cand1248	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.5	2.516065484948741	3	3.0	3.0	3	3.0	3.0	3	3.0	3.0	6	5.0	5.515659084102476
cane1242	3	1.0	1.0	0	0.0	0.0	3	1.0	1.0	3	1.0	1.0	3	3.0	3.0	0	0.0	0.0	1	1.0	1.0	4	4.0	4.0
capa1241	3	1.0	1.0	4	1.0	1.1278268333005457	3	1.0	1.0	5	1.5	1.7766107145195078	3	3.0	3.0	4	2.0	2.6801967899983774	2	2.0	2.0	6	3.0	4.5252587862254785
caqu1242	3	1.0	1.0	4	1.3333333333333333	1.5319807309976634	3	1.0	1.0	5	1.6666666666666665	2.011538105188862	4	4.0	4.0	3	2.0	2.1305908093482158	2	2.0	2.0	6	3.333333333333333	4.3150606719066005
cara1272	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.3333333333333335	2.7522602733581376	3	3.0	3.0	1	1.0	1.0	0	0.0	0.0	3	2.333333333333333	2.7087052068391344
cari1279	4	1.6666666666666665	1.740739102380149	3	1.0	1.0	4	2.0	2.0	5	2.0	2.304813220179587	3	2.5	2.3530733159790134	1	1.0	1.0	1	1.0	1.0	4	2.6666666666666665	3.093740277531609
carn1240	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.5	1.7005662678007605	3	3.0	3.0	2	2.0	2.0	1	1.0	1.0	4	3.0	3.608997384801617
cash1251	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.2857142857142856	1.4832219716236583	4	4.0	4.0	3	3.0	3.0	2	2.0	2.0	7	4.5	5.596612296117334
cash1254	4	1.6666666666666665	1.6610119013206708	3	1.0	1.0	3	1.0	1.0	5	1.6666666666666665	2.069277197025365	3	2.5	2.7131090135848783	3	3.0	3.0	2	2.0	2.0	6	3.333333333333333	4.581738171971711
cavi1250	4	1.6	1.7146220641672434	3	1.0	1.0	3	1.0	1.0	5	1.7142857142857142	2.1401991921734993	5	4.0	4.5648026081493915	2	2.0	2.0	2	2.0	2.0	7	4.0	5.567242007726362
cayu1262	4	1.75	1.7314328189200305	4	1.25	1.2252435724602253	0	0.0	0.0	6	3.0	3.0708939104010913	4	3.5	3.7407770089338	4	2.5	2.835025557378067	0	0.0	0.0	4	3.0	3.5152446215139665
ceba1235	4	2.0	2.0	4	2.0	2.0	4	2.0	2.0	6	3.5	3.5572703707693836	4	4.0	4.0	3	3.0	3.0	1	1.0	1.0	5	4.5	4.823179947712199
cebu1242	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.25	2.516065484948741	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	3.0	3.6386155309113954
cent1972	4	1.75	1.9817629823050338	4	1.8333333333333335	1.7531181690524418	4	2.0	2.0	6	3.3333333333333335	3.6205774022737547	4	3.5	3.8714529730370426	6	5.5	5.805421533834534	1	1.0	1.0	6	5.0	5.417199588347558
cent1973	4	2.0	2.0	4	2.0	2.0	4	1.5	1.3839469586224977	6	3.1666666666666665	3.3194320266076387	4	4.0	4.0	4	4.0	4.0	2	1.5	1.3498347192179136	6	4.75	4.915505068957731
cent1989	4	1.6666666666666665	1.8108077539606615	3	1.0	1.0	0	0.0	0.0	5	2.333333333333333	2.6816955560615976	3	2.5	2.9836454289273284	2	2.0	2.0	0	0.0	0.0	3	2.3333333333333335	2.811425175979177
cent1990	4	1.25	1.3211650136230504	3	1.0	1.0	3	1.0	1.0	5	1.6	2.185687188181241	4	2.5	3.177487611970119	2	2.0	2.0	1	1.0	1.0	5	2.6666666666666665	3.639499303870439
cent2004	4	2.0	2.0	4	1.6666666666666665	1.7584005506465674	4	2.0	2.0	6	3.25	3.6176849378104325	3	3.0	3.0	3	2.5	2.704772067210853	1	1.0	1.0	4	3.25	3.876241633794463
cent2018	6	3.25	3.744953547473674	3	1.0	1.0	3	1.0	1.0	7	3.3	4.150371650316142	4	3.25	3.915066323099322	2	2.0	2.0	1	1.0	1.0	5	3.3	4.051730214223821
cent2050	4	1.3333333333333333	1.3939464792313876	3	1.0	1.0	4	2.0	2.0	5	2.25	2.208793666432732	3	2.0	2.051287043292939	3	3.0	3.0	1	1.0	1.0	4	3.0	3.1433715181382196
cent2087	4	2.0	2.0	4	1.6666666666666665	1.8247945021871361	4	2.0	2.0	6	3.25	3.400196439539409	3	3.0	3.0	3	2.5	2.7783204924998444	1	1.0	1.0	4	3.25	3.841124912255078
cent2092	4	2.0	2.0	3	1.0	1.0	3	1.0	1.0	5	2.0	2.337646957342602	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	2.6666666666666665	3.1901052599608803
cent2128	3	1.0	1.0	4	2.0	2.0	0	0.0	0.0	5	3.0	3.0	6	6.0	6.0	6	6.0	6.0	0	0.0	0.0	6	6.0	6.0
cent2142	5	3.0	3.0	3	1.0	1.0	5	3.0	3.0	6	3.6	3.7161957659153306	4	4.0	4.0	3	3.0	3.0	1	1.0	1.0	5	4.5	4.765601307482111
cent2144	7	3.9166666666666665	3.9692259503473917	6	3.0	3.7647288549904787	5	3.0	3.0	11	4.916666666666667	6.099409938338634	4	3.2	3.3417747985556474	2	1.5	1.9786035252894862	2	2.0	2.0	6	3.3492063492063493	4.477697199070319
cent2150	4	1.0	1.0584500068815295	3	1.0	1.0	0	0.0	0.0	5	1.5	1.8747894504399942	4	2.0	2.5843246404641174	2	2.0	2.0	0	0.0	0.0	4	2.0	2.5069440448642704
cent2194	6	1.8333333333333333	2.278854064498091	6	2.666666666666667	3.358180525059808	0	0.0	0.0	10	4.095238095238095	5.501410570879371	6	2.75	4.209310079151839	6	4.0	5.698857623915637	0	0.0	0.0	7	3.5964285714285715	5.335951248729355
cerm1238	4	2.0	2.0	4	1.5	1.3405523525702767	4	2.0	2.0	6	2.75	2.9730368281513115	4	4.0	4.0	2	1.5	1.7867127549172217	1	1.0	1.0	5	3.75	4.622325364734113
chac1249	4	2.0	2.0	4	1.0	1.089505879375024	3	1.0	1.0	6	2.333333333333333	2.8497109033693064	4	4.0	4.0	4	2.0	2.6133460498779115	2	2.0	2.0	6	3.5	4.684113711697893
chac1250	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.4	1.5160654849487412	3	3.0	3.0	2	2.0	2.0	2	2.0	2.0	5	3.5	4.3086328355475745
chac1251	3	1.0	1.0	4	1.25	1.5319807309976634	3	1.0	1.0	5	1.6666666666666667	2.0212071367453897	3	3.0	3.0	4	2.5	2.9171131696513637	2	2.0	2.0	6	3.333333333333333	4.620331207177304
chah1248	5	2.6666666666666665	2.791735472768007	4	1.6	1.80262281198975	4	2.0	2.0	7	3.7142857142857144	4.492849081859947	6	5.333333333333333	5.753277756206936	5	4.0	4.2677241852478325	1	1.0	1.0	7	5.2	6.091213275424142
chal1275	4	1.8333333333333335	1.9819716954755149	4	2.0	2.0	4	2.0	2.0	6	3.4642857142857144	3.982856636091167	6	5.5	5.8712310022359615	6	6.0	6.0	2	2.0	2.0	8	6.916666666666667	7.5432291583037685
cham1312	5	1.9999999999999998	2.0110358096669665	3	1.0	1.0	4	2.0	2.0	6	2.5	2.729740487895099	3	2.0	2.23261745691559	2	2.0	2.0	1	1.0	1.0	4	2.5	3.0701481315096646
cham1315	4	2.0	2.0	4	1.6666666666666665	1.7591223779861953	4	2.0	2.0	6	3.25	3.3460753614789263	3	3.0	3.0	3	2.5	2.2955652519701486	1	1.0	1.0	4	3.25	3.651986490092709
cham1318	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.5	1.5160654849487412	3	3.0	3.0	3	3.0	3.0	3	3.0	3.0	6	4.5	5.3086328355475745
chan1310	5	3.0	3.0	3	1.0	1.0	5	3.0	3.0	6	3.25	3.5481265971825238	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	3.25	3.658189039527097
chau1259	6	4.0	4.0	4	1.3333333333333333	1.6273278411616054	6	2.5	1.157552744641442	8	4.166666666666667	4.56712955621772	4	4.0	4.0	3	2.0	2.43695538148803	2	1.25	1.6457670875511115	6	4.166666666666667	5.208598752714593
chay1248	3	1.0	1.0	4	1.0	1.1278268333005455	3	1.0	1.0	5	1.75	1.8928438354169121	3	3.0	3.0	3	1.5	1.9062727642569313	1	1.0	1.0	4	2.333333333333333	3.20351466186417
chec1245	5	2.75	2.983898502808894	4	1.75	1.731874745839105	6	3.5	3.702110132395301	8	4.166666666666667	4.699883236436675	4	3.6666666666666665	3.805995735880669	4	3.5	3.662545097290899	2	1.75	1.5516032287209263	6	4.166666666666667	3.7826673099344856
chee1238	4	2.0	2.0	4	2.0	2.0	4	2.0	2.0	6	3.0	3.3788702565921414	4	4.0	4.0	2	2.0	2.0	1	1.0	1.0	5	4.0	4.726869413370018
chen1255	6	4.0	4.0	5	2.6	2.84761601425598	6	4.0	4.0	9	5.371428571428571	6.089086819939938	3	3.0	3.0	5	4.166666666666667	4.073648806494975	3	3.0	3.0	7	5.261904761904762	5.672889557885193
chep1245	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.25	2.537586636823371	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	3.0	3.5854719617609545
cher1271	5	1.714285714285714	1.645775958645459	3	1.0	1.0	0	0.0	0.0	6	2.214285714285714	2.4327827919527953	7	4.0	4.107842972605038	3	3.0	3.0	0	0.0	0.0	7	3.8333333333333335	4.208140994059978
cher1273	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.3333333333333333	1.6328215577613432	2	2.0	2.0	1	1.0	1.0	1	1.0	1.0	3	2.0	2.3528101688283245
chib1270	3	1.0	1.0	4	1.3333333333333333	1.5319807309976634	3	1.0	1.0	5	1.7999999999999998	2.040249573449105	5	5.0	5.0	3	2.0	2.1305908093482158	1	1.0	1.0	6	4.0	5.056352810447338
chic1270	4	1.3333333333333333	1.3142192781719093	3	1.0	1.0	3	1.0	1.0	5	1.8	2.0709826261879707	3	2.0	2.411322740898804	4	4.0	4.0	1	1.0	1.0	5	3.0	3.833428981656331
chim1300	4	2.0	2.0	3	1.0	1.0	3	1.0	1.0	5	2.2	2.5829644920450514	3	3.0	3.0	3	3.0	3.0	2	2.0	2.0	5	3.6666666666666665	4.545033984859668
chim1301	5	3.0	3.0	3	1.0	1.0	5	3.0	3.0	6	3.571428571428571	3.7140099851063164	5	5.0	5.0	4	4.0	4.0	2	2.0	2.0	7	6.25	6.73609530398307
chim1302	5	2.8	2.741099226577804	4	1.75	1.6675769450282312	3	1.0	1.0	7	3.1428571428571432	3.8578284959124414	5	4.666666666666667	4.714386603187345	4	3.5	3.7044347480298514	1	1.0	1.0	7	4.4	5.108927827870945
chim1309	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.3333333333333335	2.7522602733581376	3	3.0	3.0	1	1.0	1.0	0	0.0	0.0	3	2.333333333333333	2.7056026874558996
chip1261	4	1.75	1.794144487125929	4	1.8	1.8260084776071368	5	2.238095238095238	2.833681753763325	7	2.9	2.8077884498083376	4	3.5	3.927372821868592	5	4.5	4.784333365145307	7	5.166666666666667	5.6891581669750755	11	6.333333333333333	9.13944069290933
chip1262	5	2.333333333333333	2.875207680252877	3	1.0	1.0	5	3.0	3.0	6	3.2	3.6904228572414173	6	4.666666666666667	5.175340435783156	9	9.0	9.0	3	3.0	3.0	10	8.0	8.866615551854757
chiq1248	3	1.0	1.0	4	1.0	1.1278268333005457	3	1.0	1.0	5	1.5	1.8818954410452025	4	4.0	4.0	4	2.0	2.6801967899983774	1	1.0	1.0	6	3.0	4.43970784671834
chiq1250	4	2.0	2.0	4	1.25	1.5550423768640775	4	2.0	2.0	6	2.8333333333333335	2.9982350358159597	3	3.0	3.0	4	2.5	2.4182785830974556	3	3.0	3.0	6	4.25	4.901629980973981
chir1286	5	2.25	2.3309264847714077	0	0.0	0.0	4	1.5	1.602103838416934	5	2.0	2.253959840396008	4	3.0	3.37364927041386	0	0.0	0.0	2	1.5	1.8300171939496974	6	4.0	5.183624101164809
choc1276	4	1.3333333333333333	1.3142192781719093	3	1.0	1.0	3	1.0	1.0	5	1.8	2.0709826261879707	3	2.0	2.411322740898804	4	4.0	4.0	1	1.0	1.0	5	3.0	3.833428981656331
chok1243	5	3.0	3.0	4	2.0	2.0	5	3.0	3.0	7	4.2	4.4880916755891285	3	3.0	3.0	3	3.0	3.0	2	2.0	2.0	5	4.2	4.651290567785437
chol1282	5	2.25	2.4826801384062263	3	1.0	1.0	4	2.0	2.0	6	2.6	3.023037925728473	4	3.0	2.9440060181796217	2	2.0	2.0	1	1.0	1.0	5	3.25	3.728075709697331
chol1284	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.25	1.5160654849487412	3	3.0	3.0	1	1.0	1.0	2	2.0	2.0	5	3.5	4.3086328355475745
chon1284	5	2.5	2.6562156925250875	3	1.0	1.0	0	0.0	0.0	6	2.75	3.273444957057013	4	3.333333333333333	3.29011379033848	1	1.0	1.0	0	0.0	0.0	4	2.75	2.9574247732378542
chon1287	5	3.0	3.0	4	1.4	1.706147426288554	5	3.0	3.0	7	3.6249999999999996	4.271372660924424	5	5.0	5.0	5	3.5	3.60141418540253	2	2.0	2.0	8	6.0	7.516176622659141
chra1242	5	2.5	2.805788528519628	3	1.0	1.0	0	0.0	0.0	6	2.75	3.421092192897684	4	3.333333333333333	3.9425960791223194	1	1.0	1.0	0	0.0	0.0	4	2.75	3.5258083543426038
chua1250	4	1.6666666666666665	1.740739102380149	3	1.0	1.0	0	0.0	0.0	5	2.333333333333333	2.611626904481085	3	2.5	2.3530733159790134	2	2.0	2.0	0	0.0	0.0	3	2.333333333333333	2.321972916500847
chua1256	6	4.0	4.0	4	1.75	1.458054159406134	6	4.0	4.0	8	5.0	5.172180511703234	4	4.0	4.0	4	3.5	3.7908157692066675	3	3.0	3.0	7	5.833333333333333	6.070136705737309
chuk1273	3	1.0	1.0	4	1.0	1.088971880432025	3	1.0	1.0	5	1.1666666666666667	1.2454389537660104	2	2.0	2.0	2	1.0	1.1645739735359613	3	3.0	3.0	6	2.333333333333333	3.8710111483052434
chum1261	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.5	2.7005662678007605	4	4.0	4.0	2	2.0	2.0	1	1.0	1.0	5	4.333333333333333	4.796423304914085
chuv1255	4	2.0	2.0	4	1.4	1.490067099936356	3	1.0	1.0	6	3.0	3.3018420436024565	3	3.0	3.0	5	3.5	4.08325916219822	2	2.0	2.0	5	3.75	4.639563167437135
coca1259	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.2	1.2004768159039105	3	3.0	3.0	1	1.0	1.0	2	2.0	2.0	5	3.0	3.3439379524346395
coco1260	4	2.0	2.0	4	1.0	1.0923856435843409	4	2.0	2.0	6	2.5	2.764256474331906	3	3.0	3.0	2	1.0	1.0855351524554306	1	1.0	1.0	4	2.5	3.445391226391672
coeu1236	5	2.6	2.71868345489949	5	1.6666666666666665	1.4229889882357263	5	2.5	2.6107927730525247	8	3.5	3.7299538385178566	5	4.333333333333333	4.6744575185183415	6	3.333333333333333	5.246998427536909	2	1.6666666666666665	1.8362027023043914	8	4.666666666666667	6.693127247806279
cofa1242	5	3.0	3.0	4	1.5	1.5037480343773812	5	3.0	3.0	7	4.2	4.262635028649627	4	4.0	4.0	4	3.0	3.0956700932484	1	1.0	1.0	5	4.2	4.548888483208566
cogu1240	4	2.0	2.0	4	1.6666666666666665	1.6673772045995148	0	0.0	0.0	6	3.25	3.299611203122058	3	3.0	3.0	3	2.5	2.7044347480298514	0	0.0	0.0	4	3.25	3.7226721130468308
cola1237	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
colo1256	4	1.6666666666666665	1.6610119013206708	3	1.0	1.0	3	1.0	1.0	5	2.0	2.191496544111281	3	2.5	2.7131090135848783	2	2.0	2.0	1	1.0	1.0	4	2.6666666666666665	3.3786093123256493
coma1245	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.2	1.6358690055579763	4	4.0	4.0	1	1.0	1.0	1	1.0	1.0	5	3.0	3.847662743013553
como1259	4	2.0	2.0	3	1.0	1.0	5	3.0	3.0	6	3.7777777777777777	3.772795361288708	6	6.0	6.0	7	7.0	7.0	3	3.0	3.0	9	8.333333333333334	8.704078652013225
copa1236	4	1.75	1.9236243383108804	3	1.0	1.0	3	1.0	1.0	5	2.0	2.5847631479658806	4	3.5	3.7019740799860807	3	3.0	3.0	2	2.0	2.0	6	4.0	5.429724291067595
copi1238	8	5.5	5.224615415234105	4	1.2	1.509498922372099	7	3.933333333333333	3.90567238638359	10	5.003751803751803	6.069560144340899	4	3.6666666666666665	3.713671725322796	5	3.0	3.9480042509843516	6	4.65	4.171916350759913	11	7.0928571428571425	7.360343507787466
coro1247	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.2857142857142856	1.46253449371979	4	4.0	4.0	2	2.0	2.0	3	3.0	3.0	7	4.5	5.207451009330035
croa1245	4	2.0	2.0	4	1.5	1.48650777646972	4	1.6666666666666665	1.6571801930959826	6	2.8333333333333335	3.2836043579129113	3	3.0	3.0	4	3.0	3.366955819106784	3	2.5	2.8225861979992493	6	4.25	5.313688793280763
cros1244	5	2.5	2.731125010992435	5	2.6666666666666665	2.9602920133700485	4	2.0	2.0	8	3.7000000000000006	4.856916345756203	4	3.333333333333333	3.8924618088957397	3	2.6666666666666665	2.9977711495066997	1	1.0	1.0	6	3.7666666666666666	5.544629378736543
crow1244	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.75	1.862039963043761	3	3.0	3.0	3	3.0	3.0	1	1.0	1.0	4	3.5	3.6996354507459577
cube1242	4	1.6666666666666665	1.6610119013206708	0	0.0	0.0	3	1.0	1.0	4	1.5	1.5784456312868609	3	2.5	2.7131090135848783	0	0.0	0.0	1	1.0	1.0	4	3.0	3.4962760458215243
cuib1242	5	2.6666666666666665	2.6622669910337713	3	1.0	1.0	3	1.0	1.0	6	2.2	2.7275730278543593	3	2.6666666666666665	2.71950672905944	1	1.0	1.0	2	2.0	2.0	5	2.75	3.683011486942022
culi1244	5	2.6666666666666665	2.6622669910337713	0	0.0	0.0	5	3.0	3.0	5	2.75	2.6991927401000453	3	2.6666666666666665	2.71950672905944	0	0.0	0.0	1	1.0	1.0	4	3.6666666666666665	3.7218651125548834
cupe1243	3	1.0	1.0	4	1.5	1.803329957689344	3	1.0	1.0	5	2.0	2.6328077357008954	6	6.0	6.0	6	4.5	5.395400161365885	1	1.0	1.0	8	5.333333333333333	6.155776131973034
curr1243	5	2.6666666666666665	2.6622669910337713	4	1.3333333333333333	1.34191896258431	4	2.0	2.0	7	3.5	3.628973171011059	3	2.6666666666666665	2.71950672905944	3	2.0	2.567548634256915	1	1.0	1.0	4	2.8	3.446201538482236
cusc1236	5	3.0	3.0	3	1.0	1.0	5	3.0	3.0	6	3.4	3.6158197770633045	4	4.0	4.0	2	2.0	2.0	1	1.0	1.0	5	4.25	4.44903993807792
cuvo1236	6	3.6666666666666665	3.8108077539606615	4	2.0	2.0	5	3.0	3.0	8	4.266666666666667	5.288322312098389	3	2.75	2.9879946527695003	3	3.0	3.0	1	1.0	1.0	5	3.5666666666666664	4.393923427274164
czec1258	4	2.0	2.0	4	1.75	1.7575230686961492	4	1.5	1.602103838416934	6	3.0	3.506655419213751	4	4.0	4.0	4	3.5	3.7044347480298514	2	1.5	1.8300171939496974	6	4.5	5.6169322109190905
dadi1250	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.3333333333333335	2.7522602733581376	3	3.0	3.0	1	1.0	1.0	0	0.0	0.0	3	2.333333333333333	2.7081687126056004
dagb1246	4	2.0	2.0	4	2.0	2.0	4	2.0	2.0	6	3.0	3.3788702565921414	4	4.0	4.0	2	2.0	2.0	1	1.0	1.0	5	4.0	4.726869413370018
dagi1241	3	1.0	1.0	3	1.0	1.0	0	0.0	0.0	4	1.75	1.9637344585635352	4	4.0	4.0	3	3.0	3.0	0	0.0	0.0	4	3.5	3.9160688481565336
daha1245	7	4.1000000000000005	4.7626221664639194	4	1.5	1.780636624333205	6	4.0	4.0	9	5.141666666666666	6.201135969021875	6	4.85	4.987641138031927	6	4.5	5.220309506478041	3	3.0	3.0	9	6.633333333333333	8.29620608237343
dakp1242	5	3.0	3.0	4	1.75	1.9260277501829597	5	3.0	3.0	7	4.166666666666666	4.318076498795011	3	3.0	3.0	4	3.5	3.769517122030216	3	3.0	3.0	6	5.0	5.5665229350619025
dalo1238	5	2.25	2.406623348649336	4	2.0	2.0	0	0.0	0.0	7	3.25	3.9693452993196168	5	4.0	4.916027973830036	2	2.0	2.0	0	0.0	0.0	5	3.6	4.57295650651254
dang1274	5	2.75	2.922763415017335	4	2.0	2.0	0	0.0	0.0	7	3.25	4.02750821603341	4	3.6666666666666665	3.994295871219566	1	1.0	1.0	0	0.0	0.0	4	2.6	3.490647778969991
dani1285	4	1.6666666666666665	1.669389549479034	4	1.0	1.0459227368112962	3	1.0	1.0	6	2.9999999999999996	3.043469416017567	3	2.5	2.8908944325399992	3	1.5	1.748056223532363	1	1.0	1.0	3	2.25	2.7183710394813505
dann1241	5	2.6666666666666665	2.81075328242941	4	2.0	2.0	0	0.0	0.0	7	3.6666666666666665	4.476289967492855	5	4.666666666666667	4.988144752713893	2	2.0	2.0	0	0.0	0.0	5	3.9	4.539045231568508
darf1239	5	2.75	2.919946483517309	3	1.0	1.0	0	0.0	0.0	6	3.5	3.762150408098799	4	3.6666666666666665	3.994295871219566	3	3.0	3.0	0	0.0	0.0	4	3.5	3.8369723524656125
dark1243	4	1.6666666666666665	1.6205649042799917	4	1.25	1.125328429168197	4	2.0	2.0	6	2.8000000000000003	2.742800377442048	3	2.5	2.2868909864151217	4	2.5	2.825015431070069	2	2.0	2.0	5	3.5	3.985355767280054
darl1243	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
darm1243	5	2.666666666666667	2.7131285941353447	3	1.0	1.0	0	0.0	0.0	6	3.0000000000000004	3.4581091453434065	6	5.333333333333333	5.581862671062309	2	2.0	2.0	0	0.0	0.0	6	4.5	5.24644768006984
daun1234	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
daur1238	4	2.0	2.0	4	1.125	1.383623119230079	4	2.0	2.0	6	2.7499999999999996	2.884027325443235	8	8.0	8.0	8	4.5	5.919679013772951	4	4.0	4.0	12	8.25	10.05637829817719
dawr1236	6	2.6666666666666665	2.338426156542191	4	1.3333333333333333	1.4197715454385458	5	2.0	2.1775505389220555	8	3.3333333333333335	3.8663487631306213	3	2.0	2.3038475698440317	3	2.0	2.430662897942433	2	1.3333333333333333	1.6753798830625182	5	2.9	3.8945377975148197
daww1239	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.5	2.7240639103506377	4	4.0	4.0	2	2.0	2.0	0	0.0	0.0	4	3.333333333333333	3.7443519532373544
daza1242	4	2.0	2.0	4	1.3333333333333333	1.4750539881456468	4	2.0	2.0	6	3.0	3.1557029577734057	3	3.0	3.0	3	2.0	2.440865589790743	1	1.0	1.0	4	3.0	3.6714612292488136
defa1248	5	2.333333333333333	2.3922256204908807	4	1.5	1.3405523525702767	3	1.0	1.0	7	2.8833333333333333	3.2020285080957605	4	3.333333333333333	3.961171491922932	2	1.5	1.7867127549172217	1	1.0	1.0	5	3.3	4.193637204960187
dege1246	5	2.6666666666666665	2.8108077539606615	4	1.5	1.3405523525702767	3	1.0	1.0	7	3.216666666666667	3.5992680878121828	4	3.6666666666666665	3.9881447527138927	2	1.5	1.7867127549172217	1	1.0	1.0	5	3.5	4.216539087424954
degg1238	4	2.0	2.0	4	1.5	1.3405523525702767	4	2.0	2.0	6	2.75	2.9730368281513115	4	4.0	4.0	2	1.5	1.7867127549172217	1	1.0	1.0	5	3.75	4.622325364734113
