GlyphID,Phoneme,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click,Count
006B+01C3+0320+02B0,kǃ̠ʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,8.853658536585366
014B+01C1+0353,ŋǁ͓,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,+,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,11.804878048780488
014B+01C3+0320,ŋǃ̠,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,11.804878048780488
014B+0325+01C0+0353+02C0,ŋ̥ǀ͓ˀ,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,+,16.23170731707317
014B+0325+01C1+0353+02C0,ŋ̥ǁ͓ˀ,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,+,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,+,11.804878048780488
014B+0325+01C3+0320+02C0,ŋ̥ǃ̠ˀ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,+,11.804878048780488
0281+031E,ʁ̞,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,1.0091704718417047
0290+0347,ʐ͇,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.09208523592085235
0069+0065+031E,ie̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,3.20111301369863
014B+0325+006D+0325,ŋ̥m̥,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0.09705882352941177
026D+0325,ɭ̥,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.5965514668576715
0273+0325,ɳ̥,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.09705882352941177
006B+0070+02B7,kpʷ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,"-,+",-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1.6372938244195667
0261+0062+02B7,ɡbʷ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,"-,+",-,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,1.497151504361759
028A+0303,ʊ̃,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,13.11571330637879
0257+032A,ɗ̪,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,+,-,3.4396812557462293
0061+0325,ḁ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,0,2.951219512195122
0065+031E+0325,e̞̥,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,-,-,-,-,0,0,-,-,0,2.951219512195122
006F+031E+0325,o̞̥,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,0,0,-,-,0,2.951219512195122
027E+032A+007C+027E,ɾ̪|ɾ,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,17.231560339154917
0062+02B7,bʷ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,"-,+",-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,11.175438509818541
006D+02B7,mʷ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,"-,+",-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,10.953446764771131
0070+02B7,pʷ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,"-,+",-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,7.952930331687887
0074+032A+02B7+007C+0074+02B7,t̪ʷ|tʷ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,+,+,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,4.8733746130030955
0061+0303+0069+0303,ãĩ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,0,-,-,0,4.868401025394537
0254+0069,ɔi,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,0,-,-,0,17.65786789386347
0254+0303+0069+0303,ɔ̃ĩ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,0,-,-,0,6.838815789473684
0268+0069,ɨi,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+",-,+,-,-,+,-,-,-,0,0,-,-,0,13.495349592758814
0268+0303,ɨ̃,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0,58.54689427921321
0268+0303+0069+0303,ɨ̃ĩ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,"-,+",-,+,-,-,+,-,-,-,0,0,-,-,0,4.776315789473684
0076+0324,v̤,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,0.40073635590370504
0253+0325,ɓ̥,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,+,-,4.753072281436873
029B+0325,ʛ̥,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,+,-,-,-,-,+,-,0.6875
006E+0320+0074+0320,n̠t̠,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,-,0,0,0,0,0,-,-,"+,-",-,-,-,-,-,-,-,-,0.05084033613445378
014B+006B+02B2,ŋkʲ,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,"-,-,+",-,0,-,-,"+,-",-,-,-,-,-,-,-,-,0.07238208439865175
0273+0288,ɳʈ,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,"+,-",-,-,-,-,-,-,-,-,13.112184873949579
006B+02C0,kˀ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,-,10.26907894736842
0070+02C0,pˀ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-,9.075
0074+0073+02C0,tsˀ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-,8.25
0074+032A+02C0+007C+0074+02C0,t̪ˀ|tˀ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-,8.25
0064+0320+0292+02B2,d̠ʒʲ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.7394780931798419
0074+0320+0283+02B2,t̠ʃʲ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,1.422773229919878
0283+02B2,ʃʲ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,1.4717749693123345
0288+02B0,ʈʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,49.323547069766526
0258+02D0,ɘː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0,1.371994192857137
0258+0303+02D0,ɘ̃ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
025C+0303,ɜ̃,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0,0.11362698418505032
0268+0303+02D0,ɨ̃ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0,2.456714978882909
0062+0330,b̰,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,+,-,-,-,-,-,8.437022486204937
0061+0065+031E,ae̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-","-,+",-,0,-,-,+,-,-,-,0,0,-,-,0,6.020587395592309
0065+0320,e̠,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,1.5405092592592593
006F+031F,o̟,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,0,+,-,-,+,-,-,-,0,0,-,-,0,1.1203703703703705
0075+0069,ui,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0,61.9111878919557
028A+0069,ʊi,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-","-,+",-,-,+,-,-,-,0,0,-,-,0,2.5169964485032974
0064+032A+006C+032A,d̪l̪,consonant,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,-,-,"-,+",-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,2.0625
0061+031F+0069,a̟i,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,+,-,-,+,-,-,-,0,0,-,-,0,2.0625
0061+031F+0303+0069+0303,ã̟ĩ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,+,-,-,+,-,-,-,0,0,-,-,0,2.0625
006F+031E+0303+0069+0303,õ̞ĩ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0,6.489329268292683
0075+0303+0069+0303,ũĩ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0,6.5814145042135355
0069+0061,ia,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,-,-,0,0,-,-,0,41.18091478664812
0075+0061,ua,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,-,-,0,0,-,-,0,43.15387117271363
025C+02D0,ɜː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0,3.1170852359208525
0268+0061,ɨa,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",-,-,+,-,-,+,-,-,-,0,0,-,-,0,2.016666666666667
006E+032A+0330,n̪̰,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,+,-,-,-,-,-,8.25
0073+032A+02BC,s̪ʼ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,8.25
0255+02BC,ɕʼ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,+,+,-,+,-,0,-,-,-,-,-,+,-,-,+,-,-,8.331978319783198
0256+0290,ɖʐ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,31.433558780316673
0282+02BC,ʂʼ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,8.25
1D05+032A,ᴅ̪,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,8.25
1D05+032A+0330,ᴅ̪̰,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,+,-,-,-,-,-,8.25
0065+031E+006F+031E,e̞o̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,"+,-","-,+",0,-,-,+,-,-,-,0,0,-,-,0,8.331978319783198
0069+0075,iu,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+",+,-,-,+,-,-,-,0,0,-,-,0,31.38807878978151
0271,ɱ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,1.1086859492740448
006D+0062+02B7,mbʷ,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,"-,-,+",-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,2.031804037263829
0278+02B7,ɸʷ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,"-,+",-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,1.5252100840336134
0064+0330,d̰,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,+,-,-,-,-,-,5.469438971317497
0064+0291,dʑ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,+,+,"-,+","-,+","-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,39.45549566929886
0250+0306,ɐ̆,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0,0.5003725624340392
0250+0339+0306,ɐ̹̆,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0,0.4082873265131869
0275+031E+0306,ɵ̞̆,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,0,-,-,+,-,-,-,0,0,-,-,0,0.3162020905923345
0289+0306,ʉ̆,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0,0.3162020905923345
0062+02BC,bʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,4.426829268292683
0064+007A+02BC,dzʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,4.426829268292683
0064+007A+02E0,dzˠ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,4.426829268292683
0064+007A+0324,dz̤,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,4.426829268292683
0064+02BC,dʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,8.935636856368564
0064+02E0,dˠ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,4.600892823996733
0064+0320+0292+02BC,d̠ʒʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,8.853658536585366
0064+0320+0292+02E0,d̠ʒˠ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,"-,+",+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,4.426829268292683
0064+0320+0292+0324,d̠ʒ̤,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,4.784482127667992
006B+01C0+0353+0078,kǀ͓x,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,+,4.426829268292683
006B+01C2+0078,kǂx,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,+,13.28048780487805
006B+01C2+02B0,kǂʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,13.28048780487805
006B+01C2+0353+02E1,kǂ͓ˡ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,+,4.426829268292683
006B+01C2+0353+02E1+0078,kǂ͓ˡx,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,+,4.426829268292683
006B+01C2+0353+02E1+02B0,kǂ͓ˡʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,4.426829268292683
006B+01C3+0078,kǃx,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,+,17.70731707317073
006B+01C3+02B0,kǃʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,26.64714260281289
006D+0324,m̤,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-,6.850975906624935
0074+0073+02E0,tsˠ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4.426829268292683
0074+02E0,tˠ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4.600892823996733
0074+0320+0283+02E0,t̠ʃˠ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,"-,+",+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4.426829268292683
014B+01C2,ŋǂ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,13.28048780487805
014B+01C2+0353+02E1,ŋǂ͓ˡ,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,4.426829268292683
014B+01C3,ŋǃ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,29.57682036674381
014B+02E4,ŋˤ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,"-,+",-,+,-,-,-,-,-,-,-,-,4.426829268292683
014B+0324+01C0+0353,ŋ̤ǀ͓,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
014B+0324+01C2,ŋ̤ǂ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
014B+0324+01C2+0353+02E1,ŋ̤ǂ͓ˡ,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
014B+0324+01C3,ŋ̤ǃ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.448371016556881
014B+0325+01C0+0353+0078+02C0,ŋ̥ǀ͓xˀ,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,"+,-",+,+,-,+,+,-,-,-,0,-,-,-,-,-,"-,+",-,-,-,-,"+,-",4.426829268292683
014B+0325+01C0+0353+02B0,ŋ̥ǀ͓ʰ,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,7.378048780487805
014B+0325+01C2+0078+02C0,ŋ̥ǂxˀ,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,"+,-",-,+,-,+,+,-,-,-,0,-,-,-,-,-,"-,+",-,-,-,-,"+,-",4.426829268292683
014B+0325+01C2+02B0,ŋ̥ǂʰ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,4.426829268292683
014B+0325+01C2+02C0,ŋ̥ǂˀ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,+,4.426829268292683
014B+0325+01C2+0353+02E1+0078+02C0,ŋ̥ǂ͓ˡxˀ,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-","-,+,-",-,0,0,"+,-",-,+,-,+,+,-,-,-,0,-,-,-,-,-,"-,+",-,-,-,-,"+,-",4.426829268292683
014B+0325+01C2+0353+02E1+02B0,ŋ̥ǂ͓ˡʰ,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,4.426829268292683
014B+0325+01C2+0353+02E1+02C0,ŋ̥ǂ͓ˡˀ,consonant,0,-,-,-,-,+,+,-,+,-,-,-,+,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,+,4.426829268292683
014B+0325+01C3,ŋ̥ǃ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,+,7.378048780487805
014B+0325+01C3+02C0,ŋ̥ǃˀ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,+,7.378048780487805
014B+0325+01C3+02E0+02C0,ŋ̥ǃˠˀ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,+,4.426829268292683
0261+01C0+0353,ɡǀ͓,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,4.426829268292683
0261+01C0+0353+0078,ɡǀ͓x,consonant,0,-,-,-,-,+,-,"-,+",+,-,-,-,-,-,-,0,0,"+,-",+,+,-,+,+,-,-,-,0,-,-,"+,-",-,-,-,-,-,-,-,"+,-",4.426829268292683
0261+01C2,ɡǂ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,13.302029553142248
0261+01C2+0078,ɡǂx,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",-,+,-,+,+,-,-,-,0,-,-,"+,-",-,-,-,-,-,-,-,"+,-",13.28048780487805
0261+01C2+0353+02E1,ɡǂ͓ˡ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,4.426829268292683
