GlyphID,Phoneme,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click,Count
025B+0303,ɛ̃,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,79.20915108551466
025B+0306,ɛ̆,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,1.3444444444444446
025B+0306+0303,ɛ̆̃,vowel,0,-,+,+,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,0.6722222222222223
0064+0320+0292,d̠ʒ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,364.4805298484312
0280,ʀ,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,2.6180503668558748
0062+0348,b͈,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,+,-,-,-,-,0.09705882352941177
0064+0320+0348+0292,d̠͈ʒ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,+,-,-,-,-,0.09705882352941177
0064+0348,d͈,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,+,-,-,-,-,0.09705882352941177
006B+0348,k͈,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,+,-,-,-,-,84.00177070828339
006C+0329,l̩,consonant,0,-,+,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,5.030083514887436
006E+0329,n̩,consonant,0,-,+,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,9.750887533552119
0070+0348,p͈,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-,84.00177070828339
0072+0329,r̩,consonant,0,-,+,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.769281045751634
0073+02D0,sː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,64.60044572496884
0074+0348,t͈,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-,64.82406962785117
0272+0329,ɲ̩,consonant,0,-,+,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.09705882352941177
0282+0347,ʂ͇,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.6470588235294118
0061+02D0,aː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0,533.9015354399884
0259,ə,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0,376.09750396454706
0268,ɨ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0,341.06446864288387
0074+032A,t̪,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,412.4166174274221
0062+02D0,bː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,44.7483832988303
0064+02D0,dː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,29.79850258886674
006B+02D0,kː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,59.642527931714106
006C+02D0,lː,consonant,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,74.08753068653152
006D+02D0,mː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,77.49024322506249
006E+02D0,nː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,64.68788061186693
0070+02D0,pː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,30.059929257230486
0074+02D0,tː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,38.82902064280245
0261+02D0,ɡː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,32.10029967513692
00E6,æ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0,135.2262523809443
0252,ɒ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,0,-,-,0,35.8870346384421
0261+0263,ɡɣ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,0.11860057179360974
03B2,β,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,217.24783971584526
0065+031E+02D0,e̞ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,33.696293379907395
0069+02D0,iː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,555.6281658292614
006F+031E+02D0,o̞ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,0,-,-,0,30.6731323005013
0075+02D0,uː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0,474.26748456414845
006F+02D0,oː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0,362.0688691799478
0251+02D0,ɑː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,0,-,-,0,61.44231039197679
025B+02D0,ɛː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,153.4853402149392
006C+033B,l̻,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,14.090500225965577
006E+033B,n̻,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,2.6066183398778073
0074+033B,t̻,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,2.7759055677065336
0078+02B7,xʷ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,86.69994456305021
026D,ɭ,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,317.56308699030933
0273,ɳ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,344.8808853845883
0288,ʈ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,351.49938561117716
0065+02D0,eː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,331.71837121526426
026A,ɪ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,188.67741952761563
028A,ʊ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,185.6434028719748
0074+033B+02B0,t̻ʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,1.2113335592989098
00F0,ð,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,60.965611472922625
0074+0320+0283+02D0,t̠ʃː,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,22.360989689349836
027A,ɺ,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,55.77983976174645
0061+031F,a̟,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,0,-,0,-,-,+,-,-,-,0,0,-,-,0,36.706523544346155
02E7,˧,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.85622339170448
0254+02D0,ɔː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,135.54436703143492
0061+031F+02D0,a̟ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,0,-,0,-,-,+,-,-,-,0,0,-,-,0,2.5257808407916014
02E5+02E9,˥˩,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.26477818759046
0066+02D0,fː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,48.375249717419095
0071,q,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-,273.836799800374
0071+02D0,qː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-,9.608503330454548
0073+033B+02D0,s̻ː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,1.65
0074+02D0+0073,tːs,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,6.325
0078+02D0,xː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,16.99821893892016
014B+02D0,ŋː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,25.665940467100167
026C+02D0,ɬː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,4.7525641025641026
0274,ɴ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,21.358049684772134
0274+02D0,ɴː,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,1.65
0281,ʁ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,102.18237890963718
0283+02D0,ʃː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,34.62065084334305
029D,ʝ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,18.83113105371473
03C7+02D0,χː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-,6.032687096101729
026A+02D0,ɪː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,38.74354960111441
028A+02D0,ʊː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,55.07320321728508
006B+0078,kx,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4.342821591824558
006B+0078+02B7,kxʷ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0.825
006B+02B7+02BC,kʷʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,-,83.56186636041116
006B+02BC,kʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,-,395.4196380048763
0074+0073+02BC,tsʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,212.70609595407515
0074+0078,tx,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,"-,+",+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,23.658119383825415
0074+026C,tɬ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,52.29150510735876
0074+026C+02B0,tɬʰ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,"-,+",-,-,-,-,-,-,18.159388319037596
0074+026C+02BC,tɬʼ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,"-,+",-,-,"-,+",-,-,53.08840124378223
0074+02BC,tʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,261.28241139173656
0074+0320+0283+02B0,t̠ʃʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,195.88203903570616
0074+0320+0283+02BC,t̠ʃʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,265.45163507185583
0074+032A+03B8,t̪θ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,1.6715417482641979
0074+032A+03B8+02B0,t̪θʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,1.65
0074+032A+03B8+02BC,t̪θʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,2.5569783197831977
0263+02B7,ɣʷ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,6.185460270682742
0061+0303+02D0,ãː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0,39.06106775874735
0069+0303+02D0,ĩː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0,42.81811225550623
0075+0303+02D0,ũː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0,32.091706261457475
025B+0303+02D0,ɛ̃ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,13.99163306195073
0063+02BC,cʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,-,-,-,+,-,-,+,-,-,49.28864829146188
0068+02B7,hʷ,consonant,0,-,-,-,-,-,-,+,+,-,-,-,-,-,"-,+",+,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,16.893373158434493
0071+02B0,qʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,+,-,-,-,-,-,-,127.6019416519941
0071+02BC,qʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,+,-,-,+,-,-,165.33198272240452
0074+0320+0283+02B7+02B0,t̠ʃʷʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,-,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,4.035288187010638
0074+0320+0283+02B7+02BC,t̠ʃʷʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,4.961752136752137
0074+033B+0073+033B,t̻s̻,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.9170852359208523
0074+033B+0073+033B+02B0,t̻s̻ʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,0.825
0074+033B+0073+033B+02BC,t̻s̻ʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,0.825
0292,ʒ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,195.50936875212432
02C0+006A,ˀj,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,"+,-",-,-,-,-,-,6.559191173534483
006F+0303+02D0,õː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0,33.20603066200665
026A+0303,ɪ̃,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0,20.644612246870327
0070+02BC,pʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,303.98755624224526
0071+02B7,qʷ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-,46.50229963344267
0071+02B7+02BC,qʷʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,+,-,-,+,-,-,43.624715099715104
03C7,χ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-,226.67535960536767
03C7+02B7,χʷ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-,69.1374379279072
0064+006C,dl,consonant,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,4.125
0071+02B7+02B0,qʷʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,+,-,-,-,-,-,-,15.268376068376067
00E7,ç,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,60.012991325145634
0127,ħ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,+,-,-,-,-,-,-,-,-,-,-,53.96486888893505
025F,ɟ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,275.08678163337015
0261+02B7,ɡʷ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,82.08720706958555
0262,ɢ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,71.50125146562158
0262+02B7,ɢʷ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-,7.100354388159266
006B+0348+02D0,k͈ː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,+,-,-,-,-,1.1785714285714286
0070+0348+02D0,p͈ː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-,1.1785714285714286
0073+0348+02D0,s͈ː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-,1.1785714285714286
0074+0320+0348+0283+02D0,t̠͈ʃː,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-,1.1785714285714286
0074+0348+02D0,t͈ː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-,1.1785714285714286
0283+0348+02D0,ʃ͈ː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-,1.1785714285714286
0068+02D0,hː,consonant,0,-,-,-,+,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,13.786837011227256
0077+02D0,wː,consonant,0,-,-,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,35.11768760070017
00E6+02D0,æː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0,42.406601247579516
00E6+0303+02D0,æ̃ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0,3.241071428571429
0254+0303+02D0,ɔ̃ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0,8.737459691218378
0259+0303+02D0,ə̃ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0,15.316544857254325
0073+02C0,sˀ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-,5.162241477677934
